Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
12/27/2013,Debt collection,,,AFNI INC.,GA,302XX,,,Web,12/31/2013,Closed with explanation,Yes,No,647174
03/17/2016,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TENET HEALTHCARE CORPORATION,FL,33015,,Consent not provided,Web,03/17/2016,Closed with explanation,Yes,No,1838142
10/04/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,19141,,Consent not provided,Web,10/04/2017,Closed with explanation,Yes,,2692262
03/14/2016,Student loan,,,"Navient Solutions, LLC.",MD,217XX,,Consent not provided,Web,03/15/2016,Closed with explanation,Yes,Yes,1831268
08/20/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,462XX,Servicemember,Consent not provided,Web,08/21/2017,Closed with explanation,Yes,,2646805
10/11/2018,Student loan,,,"NELNET, INC.",FL,33319,,,Postal mail,10/17/2018,Closed with explanation,Yes,,3043533
02/10/2017,Debt collection,"I have a collection that was filed after my bankruptcy. It was filed by Central Financial Control who also does business as Syndicated office systems. I disputed XXXX and had the collection removed that was filed under central financial control and they re-opened it as Syndicated office systems XXXX XXXX. Then they opened again with XXXX as Central Financial Control. I have contacted them and sent them copies of my Bankruptcy and all information and they refuse to remove it. It is sitting as an open collection. THere are no account numbers or dollar amounts on either XXXX. They say that it was last reported XXXX 2015, yet the collection was n't opened until XXXX, this date has also changed as the original open date was XXXX 2015",Company believes it acted appropriately as authorized by contract or law,TENET HEALTHCARE CORPORATION,NE,,Servicemember,Consent provided,Web,02/15/2017,Closed with explanation,Yes,No,2338658
06/30/2016,Credit reporting,"I am writing to dispute the following information in my file. The items I dispute also I have the attached copy of the credit report I received. Such as credit account, judgment, etc. ) Is ( inaccurate and incomplete ) I am requesting that the item be remove corrected. 
Please reinvestigate this ( these ) matter ( s ) and ( delete ) the disputed item ( s ) as soon as possible. And with another note the Telephone number and address of the account is incorrect those not exist there none information at all from this corporation. 

Thank You",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,331XX,Servicemember,Consent provided,Web,08/25/2016,Closed with explanation,Yes,No,1994459
01/02/2018,"Credit reporting, credit repair services, or other personal consumer reports",Today there was a hard inquiry from chase credit card and I did not authorize this. I know i did not do this because I have a low credit score and its no way I can receive any credit cards.,,JPMORGAN CHASE & CO.,PA,181XX,,Consent provided,Web,01/02/2018,Closed with non-monetary relief,Yes,,2769342
02/09/2016,Debt collection,"AES advised on a phone call that I recorded that my wages will be garnished but on a private loan unlike a federal loan, they will have to sue in court and obtain a judgment in court. Per Illinois law, they will have to prove that NCT owns this debt and has the right to collect on it. I have multiple recorded calls from AES where they are giving out incorrect information. The call on XXXX/XXXX/16 the rep told they will garnish my wages, he should understand there is a difference between private loans and federal loans, with private loans NCT will have to sue me and obtain a judgment. I have the call recorded as proof therefore AES is committing fraud.",,AES/PHEAA,IL,,,Consent provided,Web,02/09/2016,Closed with explanation,Yes,No,1777038
12/11/2013,Debt collection,,,ENCORE CAPITAL GROUP INC.,TX,77381,,,Web,12/11/2013,Closed with explanation,Yes,Yes,630544
08/13/2013,Bank account or service,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92708,,,Web,08/14/2013,Closed with explanation,Yes,No,491410
12/10/2018,Debt collection,I have dispute an alleged debt from XXXX for {$490.00}. The collector has never sent me any documents proving i owe the debt or how they claim i owe exactly {$490.00}. I do not agree so i disputed it. They allegedly verified it with the credit bureaus. They did not do a reasonable investigation and have failed to provide any proof. They also have been harassing me on my personal cell phone.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Convergent Resources, Inc.",PA,193XX,,Consent provided,Web,12/10/2018,Closed with explanation,Yes,,3097529
05/12/2018,"Credit reporting, credit repair services, or other personal consumer reports","I am a victim of identity theft I have worked extremely hard with Equifax a year now about my credit I have sent verification of documents, Police Report from the XXXX police department, even hired an attorney who has been communicate with this company. I also have documents from the company that are fraudulent on my credit for inquiry to open accounts. it has been more than a year almost the inquiry are still on my credit. those company has informed all three of the credit bureau. Equifax has changed my credit score down I have not apply for any account yet my score is down when I last check it was in the XXXX or higher. I called to ask what was going on a young man by the name of XXXX I sure I am not spelling his name correctly but that is the way I had received it when I asked him to spell his name. Because I informed him that I was recording our conversation for documents purposes I was told to resend the same documents again to fax # XXXX witch is the Dispute Dept. and send it again to the Fraud Department # XXXX these are the company that sent me letter of open fraud applications. now I have 17teen inquiry they have not removed. The young man told me they still are showing my maiden name but the Equifax credit show XXXX XXXX. He said it still shows XXXX XXXX I have the change on my Equifax that's why I know they received my information. I don't understand why they are not updating my credit. XXXX, XXXX, to applications, XXXX XXXX XX/XX/XXXX XXXX XXXX XXXX   XXXX XXXX XX/XX/XXXX, XXXX XXXX XXXX two times one was tired for 2days in the same month. another in XX/XX/XXXX. I informed XXXX XXXX XXXX about the situation that is was fraudulent they said they had already reported to all three credit. XXXX 's had showed the application as fraud and sent it to all three credit bureaus, I still have other things that I am disputing My lawyer has taken over that. I hope this issue can be resolved soon.",,"EQUIFAX, INC.",NC,282XX,,Consent provided,Web,05/12/2018,Closed with explanation,Yes,,2904701
09/08/2017,"Credit reporting, credit repair services, or other personal consumer reports","Earlier this week, Equifax announced they had a cyber security data breach that affected many people. Based on their link that tells you if you may be affected or not, my information may have been affected. This is unacceptable. I try to make habits of protecting my credit, and this company just negatively affected millions of lives. Based on the fine print, if I register to get a year of free credit monitoring, I forfeit my right to sue. This is also unacceptable. Just because someone may have took my information does not mean they will use it within a year.",,"EQUIFAX, INC.",MD,,,Consent provided,Web,09/09/2017,Closed with explanation,Yes,,2668236
06/22/2015,Bank account or service,,Company chooses not to provide a public response,WELLS FARGO & COMPANY,OR,97402,,,Referral,06/26/2015,Closed with explanation,No,No,1432672
10/30/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,19047,,Consent not provided,Web,10/30/2017,Closed with explanation,Yes,,2715230
10/02/2017,Debt collection,I have a collection listed on my credit report from Enhanced Recovery Company ( ERC ). I have not received information on this debt prior to it being listed as derogatory on my credit report ( s ). I attempted to contact the company via certified mail XXXX/XXXX/2017 to validate/dispute this account. Return receipt shows that my letter was received by the company. I asked the company to reply within thirty days. It has been more than four months and I have yet to receive a response. This debt should not be listed on my credit report or attributed to me in any way. Thank you.,Company believes it acted appropriately as authorized by contract or law,ERC,TX,770XX,Servicemember,Consent provided,Web,10/02/2017,Closed with explanation,Yes,,2690036
12/17/2016,Credit reporting,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,28411,,Consent not provided,Web,12/17/2016,Closed with explanation,Yes,No,2254087
10/13/2017,Mortgage,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",CA,92614,,Consent not provided,Web,10/13/2017,Closed with explanation,Yes,,2701355
11/13/2014,Debt collection,,,Maitland Capital Funding,WI,535XX,,,Web,11/19/2014,Closed,Yes,No,1114272
08/05/2017,Checking or savings account,"Bank of America ( BoA ) charged me an overdraft free on XX/XX/2017 ; however I checked my balance on that day several times and I never see a negative balance in my account. The last time I check my balance that day was around XXXX-XXXX CT and it was around {$1.00}. I did not use my card after this and at XXXX I received a XXXX transfer of {$150.00} to my account. I received the notification about the overdraft fee on XX/XX/2017 ; however, I never had a negative balance in my account that day. I contacted the bank and I spoke to XXXX ( employer id : XXXX ) and he said the reason of this overdraft fee was a transaction I made on XX/XX/17 around XXXX ( XXXX transaction ), but the negative balance was never reflected on my account. The said that I need to look at the account balance history, because there I can find the actual balance. However when I log into my account through the webpage or through the app, BoA show, the transactions order in a different order as the account balance history. it seems like the manipulate the order of the transaction in order to charge overdraft fees. To sum up according to the Bank of America 's representative, it is the customer responsibility to check the account history even though is something that it is hidden from the customer in the app and the webpage. I have records of my transaction and my balance to support this calim",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,782XX,,Consent provided,Web,08/05/2017,Closed with monetary relief,Yes,,2595017
